ClaimID,TransID,VisitorID,EntryID,CampID,EntryDate,PayorType,AmountWaived,Verified_SA_ID,InsertDate
CLM-754813,TRX-6664316,VID-83874,ENT-15399,KNP-PUN,2024-06-24,SANParks_Subsidy,206.86,9010094536777,2024-06-25 19:00:00
CLM-748133,TRX-1508113,VID-75278,ENT-92203,KNP-SHI,2025-08-08,SANParks_Subsidy,352.77,7908087813102,2025-08-09 03:00:00
CLM-176517,TRX-2005173,VID-30719,ENT-67619,KNP-CRO,2024-10-31,SANParks_Subsidy,488.98,7606203410360,2024-11-01 06:00:00
CLM-434827,TRX-6794356,VID-62260,ENT-27139,KNP-BER,2024-11-16,SANParks_Subsidy,510.49,7306088826111,2024-11-17 22:00:00
CLM-571435,TRX-5159388,VID-28465,ENT-22689,KNP-PUN,2024-05-05,SANParks_Subsidy,353.15,8210145165284,2024-05-05 18:00:00
CLM-705748,TRX-6246485,VID-34881,ENT-30885,KNP-LET,2024-06-12,SANParks_Subsidy,847.18,8408109344488,2024-06-12 21:00:00
CLM-512344,TRX-9479950,VID-69930,ENT-41552,KNP-SKU,2024-01-24,SANParks_Subsidy,558.34,7101109302946,2024-01-24 06:00:00
CLM-805188,TRX-8895137,VID-47453,ENT-80345,KNP-PUN,2025-09-03,SANParks_Subsidy,743.02,8303097136730,2025-09-04 18:00:00
CLM-147440,TRX-7720644,VID-16705,ENT-84747,KNP-SHI,2025-02-16,SANParks_Subsidy,286.26,8705037481857,2025-02-17 00:00:00
CLM-901535,TRX-5692934,VID-91689,ENT-99181,KNP-TSE,2025-05-31,SANParks_Subsidy,233.17,7307126688907,2025-06-01 05:00:00
CLM-891638,TRX-3420404,VID-36090,ENT-88966,KNP-SHI,2025-07-25,SANParks_Subsidy,430.97,7101023299088,2025-07-26 00:00:00
CLM-644559,TRX-8666995,VID-29521,ENT-89463,KNP-SHI,2024-12-07,SANParks_Subsidy,247.85,9910113726331,2024-12-08 07:00:00
CLM-875232,TRX-6020319,VID-87820,ENT-54089,KNP-SHI,2025-02-06,SANParks_Subsidy,729.8,8708236029651,2025-02-07 16:00:00
CLM-486251,TRX-6557278,VID-98317,ENT-24366,KNP-CRO,2025-05-01,SANParks_Subsidy,558.59,9512281447065,2025-05-01 02:00:00
CLM-378428,TRX-4817541,VID-16731,ENT-86483,KNP-LET,2025-09-03,SANParks_Subsidy,269.36,9012207378535,2025-09-04 07:00:00
CLM-353961,TRX-1529665,VID-85047,ENT-24404,KNP-SKU,2024-05-31,SANParks_Subsidy,163.26,8007057928320,2024-06-01 20:00:00
CLM-626195,TRX-8912226,VID-18163,ENT-28098,KNP-SHI,2024-07-27,SANParks_Subsidy,295.14,8011169816043,2024-07-28 03:00:00
CLM-281594,TRX-8711874,VID-79878,ENT-54869,KNP-SHI,2025-01-20,SANParks_Subsidy,398.0,9412225435261,2025-01-20 21:00:00
CLM-301603,TRX-5135904,VID-46569,ENT-83149,KNP-PRE,2025-09-16,SANParks_Subsidy,307.41,7905234477544,2025-09-17 07:00:00
CLM-603110,TRX-6851946,VID-83464,ENT-45842,KNP-PRE,2025-05-15,SANParks_Subsidy,235.31,9109137619156,2025-05-15 21:00:00
CLM-404561,TRX-1705758,VID-47700,ENT-20358,KNP-BER,2024-12-19,SANParks_Subsidy,796.81,9005249037616,2024-12-19 10:00:00
CLM-968170,TRX-5548852,VID-83664,ENT-45601,KNP-SAT,2024-08-07,SANParks_Subsidy,226.46,9310085067770,2024-08-07 13:00:00
CLM-656837,TRX-4786141,VID-93616,ENT-40518,KNP-PUN,2024-02-21,SANParks_Subsidy,220.14,8012162686863,2024-02-22 19:00:00
CLM-105433,TRX-3649811,VID-63334,ENT-95575,KNP-LET,2025-11-28,SANParks_Subsidy,484.21,7605115788474,2025-11-28 09:00:00
CLM-906066,TRX-2500901,VID-95498,ENT-85252,KNP-SKU,2025-10-23,SANParks_Subsidy,524.61,9301068010946,2025-10-23 04:00:00
CLM-976822,TRX-7660463,VID-74930,ENT-34420,KNP-PRE,2024-06-29,SANParks_Subsidy,763.72,7005192800206,2024-06-29 03:00:00
CLM-576419,TRX-9796605,VID-74738,ENT-27589,KNP-SHI,2024-12-09,SANParks_Subsidy,477.61,7602113726201,2024-12-09 19:00:00
CLM-369761,TRX-4123902,VID-11846,ENT-54185,KNP-PRE,2025-04-14,SANParks_Subsidy,547.45,9404067802999,2025-04-15 18:00:00
CLM-443856,TRX-2455218,VID-62538,ENT-97720,KNP-MOP,2025-03-13,SANParks_Subsidy,279.35,7408115161539,2025-03-14 09:00:00
CLM-502206,TRX-4951390,VID-68554,ENT-44995,KNP-BER,2024-01-07,SANParks_Subsidy,361.36,9310015388133,2024-01-07 17:00:00
CLM-826420,TRX-4964499,VID-18142,ENT-97528,KNP-MOP,2025-10-31,SANParks_Subsidy,475.78,7507229430894,2025-11-01 00:00:00
CLM-223119,TRX-5949909,VID-58174,ENT-90560,KNP-SKU,2024-11-14,SANParks_Subsidy,303.39,7408058633275,2024-11-15 21:00:00
CLM-536045,TRX-8899184,VID-80453,ENT-97044,KNP-SKU,2025-09-12,SANParks_Subsidy,683.3,9110282373555,2025-09-13 00:00:00
CLM-653829,TRX-7069742,VID-20237,ENT-83946,KNP-MOP,2025-06-22,SANParks_Subsidy,193.23,8709073514105,2025-06-23 05:00:00
CLM-995993,TRX-9729882,VID-67912,ENT-25235,KNP-SKU,2024-06-17,SANParks_Subsidy,651.84,8502178473959,2024-06-17 21:00:00
CLM-238353,TRX-9610869,VID-64450,ENT-69873,KNP-TSE,2024-02-26,SANParks_Subsidy,190.42,8411266170227,2024-02-27 06:00:00
CLM-366817,TRX-1050591,VID-38560,ENT-85800,KNP-MOP,2024-01-23,SANParks_Subsidy,181.7,8112032010921,2024-01-24 02:00:00
CLM-133276,TRX-5816582,VID-63591,ENT-33590,KNP-SAT,2024-03-11,SANParks_Subsidy,686.08,9311147282411,2024-03-12 07:00:00
CLM-495833,TRX-7302286,VID-20518,ENT-99486,KNP-SHI,2025-01-26,SANParks_Subsidy,243.09,9706043994290,2025-01-27 05:00:00
CLM-654531,TRX-3136529,VID-39188,ENT-10455,KNP-PUN,2025-07-04,SANParks_Subsidy,834.94,8411248115687,2025-07-05 02:00:00
CLM-963355,TRX-4853123,VID-42441,ENT-70375,KNP-BER,2025-06-28,SANParks_Subsidy,258.58,7612252893218,2025-06-29 01:00:00
CLM-539605,TRX-1262492,VID-41544,ENT-37011,KNP-MOP,2024-02-02,SANParks_Subsidy,220.63,7108201816653,2024-02-03 19:00:00
CLM-146385,TRX-7748892,VID-67535,ENT-40715,KNP-SHI,2024-09-07,SANParks_Subsidy,302.09,9701059453969,2024-09-09 00:00:00
CLM-955413,TRX-6350316,VID-85690,ENT-88370,KNP-BER,2024-10-23,SANParks_Subsidy,315.83,9803229745141,2024-10-23 15:00:00
CLM-415098,TRX-5616316,VID-17989,ENT-82970,KNP-TSE,2024-08-14,SANParks_Subsidy,765.8,9903218167236,2024-08-15 03:00:00
CLM-149161,TRX-6778321,VID-94320,ENT-97994,KNP-CRO,2025-07-23,SANParks_Subsidy,700.06,8012147849452,2025-07-24 08:00:00
CLM-494747,TRX-4084977,VID-80507,ENT-72065,KNP-SKU,2024-06-01,SANParks_Subsidy,744.54,7912058768273,2024-06-01 20:00:00
CLM-532723,TRX-7987842,VID-83044,ENT-79467,KNP-SAT,2024-02-29,SANParks_Subsidy,421.89,7804112326581,2024-03-01 12:00:00
CLM-196955,TRX-9986473,VID-34966,ENT-16755,KNP-PRE,2025-04-05,SANParks_Subsidy,414.02,8910022221118,2025-04-06 00:00:00
CLM-859489,TRX-4640933,VID-72835,ENT-37379,KNP-BER,2024-07-11,SANParks_Subsidy,362.23,9901074188068,2024-07-12 14:00:00
CLM-890973,TRX-9034958,VID-41797,ENT-89220,KNP-SKU,2024-04-30,SANParks_Subsidy,427.64,7709115748945,2024-05-02 00:00:00
CLM-659572,TRX-7027375,VID-50425,ENT-44283,KNP-BER,2025-01-24,SANParks_Subsidy,508.97,8508048876742,2025-01-25 06:00:00
CLM-488712,TRX-6249960,VID-64254,ENT-15992,KNP-TSE,2024-11-23,SANParks_Subsidy,754.86,9303015375063,2024-11-23 14:00:00
CLM-707275,TRX-8005797,VID-48691,ENT-29976,KNP-SKU,2025-07-20,SANParks_Subsidy,380.91,8210275122665,2025-07-21 14:00:00
CLM-786406,TRX-6663388,VID-43728,ENT-74044,KNP-LET,2025-05-26,SANParks_Subsidy,472.58,9306063348114,2025-05-27 12:00:00
CLM-292988,TRX-1985360,VID-78674,ENT-14433,KNP-MOP,2025-07-13,SANParks_Subsidy,811.63,9101251107102,2025-07-14 08:00:00
CLM-983472,TRX-4882808,VID-18908,ENT-29795,KNP-PUN,2025-02-26,SANParks_Subsidy,303.1,8406029106820,2025-02-26 09:00:00
CLM-116495,TRX-1110936,VID-79758,ENT-82305,KNP-CRO,2025-11-06,SANParks_Subsidy,158.3,8612099988193,2025-11-07 08:00:00
CLM-626611,TRX-8223819,VID-33496,ENT-24026,KNP-MOP,2024-10-20,SANParks_Subsidy,517.07,7704209832465,2024-10-20 02:00:00
CLM-380310,TRX-7658817,VID-20357,ENT-58896,KNP-CRO,2024-09-15,SANParks_Subsidy,471.3,7712086032739,2024-09-15 23:00:00
CLM-785491,TRX-1531577,VID-22255,ENT-63120,KNP-CRO,2025-12-01,SANParks_Subsidy,414.02,8501211158547,2025-12-01 06:00:00
CLM-624139,TRX-8279795,VID-94529,ENT-53420,KNP-TSE,2024-06-24,SANParks_Subsidy,834.13,7309024854842,2024-06-24 06:00:00
CLM-694316,TRX-8977571,VID-45532,ENT-16102,KNP-MOP,2024-08-04,SANParks_Subsidy,629.1,7809191552000,2024-08-05 21:00:00
CLM-116418,TRX-4475536,VID-86943,ENT-28899,KNP-CRO,2024-07-02,SANParks_Subsidy,800.21,7903195034453,2024-07-02 21:00:00
CLM-809922,TRX-6565503,VID-60311,ENT-28343,KNP-MOP,2025-08-03,SANParks_Subsidy,500.55,8101048333124,2025-08-04 01:00:00
CLM-457137,TRX-7655572,VID-52778,ENT-13883,KNP-PRE,2024-08-25,SANParks_Subsidy,698.48,8408086969521,2024-08-25 05:00:00
CLM-552825,TRX-4116163,VID-99088,ENT-86791,KNP-CRO,2025-07-20,SANParks_Subsidy,209.99,8905265134741,2025-07-21 01:00:00
CLM-380989,TRX-3587398,VID-59807,ENT-93086,KNP-SAT,2024-03-16,SANParks_Subsidy,667.76,8006042535458,2024-03-16 06:00:00
CLM-566339,TRX-7038413,VID-45358,ENT-23399,KNP-SAT,2024-01-06,SANParks_Subsidy,211.11,8308189597330,2024-01-06 20:00:00
CLM-127537,TRX-2503554,VID-56388,ENT-82642,KNP-MOP,2025-02-21,SANParks_Subsidy,567.85,9506287463219,2025-02-21 07:00:00
CLM-533911,TRX-7506196,VID-21101,ENT-83339,KNP-SKU,2024-01-13,SANParks_Subsidy,550.37,7511133843767,2024-01-13 19:00:00
CLM-415759,TRX-5503118,VID-74634,ENT-29127,KNP-MOP,2024-05-22,SANParks_Subsidy,267.05,7807109124053,2024-05-22 18:00:00
CLM-363926,TRX-5137094,VID-91924,ENT-74985,KNP-TSE,2024-03-19,SANParks_Subsidy,581.67,8402056111313,2024-03-20 00:00:00
CLM-448354,TRX-7373495,VID-53193,ENT-67700,KNP-BER,2024-01-07,SANParks_Subsidy,451.43,9611203283789,2024-01-08 02:00:00
CLM-732512,TRX-4369728,VID-72784,ENT-51180,KNP-SAT,2024-11-03,SANParks_Subsidy,825.2,8005249237735,2024-11-03 21:00:00
CLM-441716,TRX-7309161,VID-46739,ENT-61502,KNP-BER,2025-08-12,SANParks_Subsidy,229.72,8804194018677,2025-08-12 16:00:00
CLM-128223,TRX-8744735,VID-37479,ENT-67469,KNP-PRE,2025-11-29,SANParks_Subsidy,731.9,7207229376917,2025-11-30 12:00:00
CLM-417543,TRX-5060441,VID-43119,ENT-96332,KNP-SAT,2024-05-22,SANParks_Subsidy,650.67,9507038534089,2024-05-23 17:00:00
CLM-710527,TRX-7724393,VID-80040,ENT-76402,KNP-CRO,2025-09-04,SANParks_Subsidy,530.55,9506232425760,2025-09-05 07:00:00
CLM-789545,TRX-6956059,VID-31802,ENT-94803,KNP-TSE,2024-04-21,SANParks_Subsidy,181.01,9011217704473,2024-04-21 16:00:00
CLM-211090,TRX-1176962,VID-22924,ENT-43913,KNP-SKU,2024-12-05,SANParks_Subsidy,507.47,8609194708297,2024-12-06 04:00:00
CLM-510133,TRX-8768911,VID-99070,ENT-87147,KNP-SHI,2025-04-01,SANParks_Subsidy,255.52,7008045956530,2025-04-02 00:00:00
CLM-221707,TRX-3376915,VID-55656,ENT-50880,KNP-BER,2025-03-01,SANParks_Subsidy,468.73,7609166843509,2025-03-01 06:00:00
CLM-559450,TRX-8590804,VID-51800,ENT-18804,KNP-PRE,2025-05-02,SANParks_Subsidy,181.28,9202016755892,2025-05-02 07:00:00
CLM-810032,TRX-3757404,VID-41970,ENT-77632,KNP-SAT,2025-10-25,SANParks_Subsidy,536.34,8009148751982,2025-10-25 07:00:00
CLM-760351,TRX-4094587,VID-34430,ENT-93948,KNP-CRO,2024-08-25,SANParks_Subsidy,426.91,9310078542617,2024-08-26 02:00:00
CLM-507723,TRX-1074659,VID-38153,ENT-36972,KNP-PRE,2025-08-29,SANParks_Subsidy,676.63,9502192707116,2025-08-30 04:00:00
CLM-483561,TRX-6469119,VID-35830,ENT-69972,KNP-MOP,2025-07-03,SANParks_Subsidy,333.65,9708176258048,2025-07-03 12:00:00
CLM-741003,TRX-7585795,VID-86939,ENT-24972,KNP-BER,2025-09-03,SANParks_Subsidy,396.39,8410065990296,2025-09-04 01:00:00
CLM-188868,TRX-3247270,VID-51049,ENT-25448,KNP-SKU,2025-09-21,SANParks_Subsidy,363.77,7506233371602,2025-09-22 14:00:00
CLM-538555,TRX-3313029,VID-85340,ENT-60293,KNP-CRO,2025-06-07,SANParks_Subsidy,280.03,9009233906397,2025-06-08 01:00:00
CLM-613426,TRX-5845843,VID-28388,ENT-34523,KNP-BER,2025-07-22,SANParks_Subsidy,739.39,8901287023677,2025-07-22 11:00:00
CLM-243167,TRX-4273712,VID-60324,ENT-83607,KNP-SHI,2024-01-10,SANParks_Subsidy,607.15,8311167973121,2024-01-11 08:00:00
CLM-275377,TRX-2386982,VID-84107,ENT-14044,KNP-SKU,2025-03-30,SANParks_Subsidy,354.46,7804185843084,2025-03-31 08:00:00
CLM-693127,TRX-9309978,VID-82053,ENT-76952,KNP-MOP,2024-06-21,SANParks_Subsidy,550.9,7809277154919,2024-06-22 06:00:00
CLM-896922,TRX-8404902,VID-81611,ENT-38644,KNP-CRO,2025-07-09,SANParks_Subsidy,221.69,9611255152891,2025-07-09 03:00:00
CLM-571578,TRX-5409307,VID-55688,ENT-21401,KNP-LET,2024-10-31,SANParks_Subsidy,755.7,7304076882609,2024-10-31 03:00:00
CLM-548965,TRX-3784709,VID-90760,ENT-28249,KNP-SKU,2025-09-16,SANParks_Subsidy,719.47,9501196885707,2025-09-17 17:00:00
CLM-725850,TRX-3824903,VID-52421,ENT-48356,KNP-PRE,2025-06-29,SANParks_Subsidy,550.91,9709222597613,2025-06-29 18:00:00
CLM-162165,TRX-5652716,VID-95969,ENT-26631,KNP-SAT,2024-05-18,SANParks_Subsidy,324.77,9206275153279,2024-05-19 03:00:00
CLM-613234,TRX-3385244,VID-85684,ENT-92890,KNP-PRE,2025-11-23,SANParks_Subsidy,589.47,8208032561871,2025-11-24 02:00:00
CLM-886224,TRX-5667852,VID-58374,ENT-69597,KNP-LET,2025-02-16,SANParks_Subsidy,379.1,7012038691502,2025-02-17 09:00:00
CLM-831160,TRX-7009980,VID-18300,ENT-80048,KNP-CRO,2025-10-12,SANParks_Subsidy,302.48,8304165505300,2025-10-13 19:00:00
CLM-454161,TRX-3191007,VID-84205,ENT-73614,KNP-BER,2024-11-26,SANParks_Subsidy,775.91,9401022670586,2024-11-26 19:00:00
CLM-117072,TRX-3084353,VID-30707,ENT-67840,KNP-LET,2025-10-03,SANParks_Subsidy,150.47,8304233213134,2025-10-04 06:00:00
CLM-266699,TRX-5597283,VID-22234,ENT-95798,KNP-BER,2025-10-27,SANParks_Subsidy,325.27,8111213777050,2025-10-27 20:00:00
CLM-755993,TRX-6125594,VID-40689,ENT-66260,KNP-MOP,2024-02-23,SANParks_Subsidy,642.59,7004162307594,2024-02-24 02:00:00
CLM-337178,TRX-9714828,VID-99126,ENT-68335,KNP-PUN,2024-05-15,SANParks_Subsidy,155.64,8002288085252,2024-05-16 14:00:00
CLM-174268,TRX-4841091,VID-60209,ENT-21708,KNP-MOP,2024-05-15,SANParks_Subsidy,222.24,8105057420993,2024-05-16 07:00:00
CLM-810029,TRX-3396676,VID-18966,ENT-79534,KNP-TSE,2024-05-16,SANParks_Subsidy,155.93,9003156891952,2024-05-17 18:00:00
CLM-884616,TRX-3539636,VID-63963,ENT-90750,KNP-LET,2024-08-06,SANParks_Subsidy,751.97,7202053066235,2024-08-07 17:00:00
CLM-502686,TRX-6897789,VID-66280,ENT-51222,KNP-SAT,2025-08-26,SANParks_Subsidy,323.45,9002085780177,2025-08-27 23:00:00
CLM-416302,TRX-4446807,VID-77862,ENT-89551,KNP-SHI,2024-01-28,SANParks_Subsidy,282.05,8205211915518,2024-01-29 19:00:00
CLM-504630,TRX-2891524,VID-41599,ENT-75481,KNP-TSE,2024-09-02,SANParks_Subsidy,199.71,9801126309530,2024-09-03 08:00:00
CLM-979727,TRX-8060918,VID-57895,ENT-81612,KNP-SAT,2024-05-15,SANParks_Subsidy,683.91,9402012133008,2024-05-16 01:00:00
CLM-326222,TRX-1668183,VID-17925,ENT-62163,KNP-SHI,2024-01-15,SANParks_Subsidy,350.54,9209257969792,2024-01-15 17:00:00
CLM-521818,TRX-2382909,VID-93956,ENT-80328,KNP-SHI,2025-03-09,SANParks_Subsidy,581.23,7802102325761,2025-03-10 21:00:00
CLM-947312,TRX-3606795,VID-80305,ENT-52827,KNP-CRO,2025-06-07,SANParks_Subsidy,560.51,9411222109227,2025-06-07 14:00:00
CLM-558737,TRX-5003671,VID-17589,ENT-42044,KNP-MOP,2024-11-13,SANParks_Subsidy,797.24,7308201923227,2024-11-14 21:00:00
CLM-877722,TRX-3946849,VID-25655,ENT-11660,KNP-SAT,2024-11-12,SANParks_Subsidy,641.05,7508129774573,2024-11-13 19:00:00
CLM-371840,TRX-3801173,VID-58741,ENT-26637,KNP-PRE,2025-06-13,SANParks_Subsidy,663.06,7301118202871,2025-06-14 23:00:00
CLM-166974,TRX-5411563,VID-85582,ENT-92251,KNP-MOP,2024-10-05,SANParks_Subsidy,497.3,8606029382064,2024-10-06 10:00:00
CLM-485548,TRX-3639223,VID-43438,ENT-23487,KNP-TSE,2025-08-03,SANParks_Subsidy,621.88,7304249536665,2025-08-03 11:00:00
CLM-112884,TRX-5102892,VID-16026,ENT-71835,KNP-BER,2024-01-03,SANParks_Subsidy,418.09,7403281593302,2024-01-03 03:00:00
CLM-876644,TRX-8035849,VID-39427,ENT-52179,KNP-SKU,2025-07-20,SANParks_Subsidy,441.38,9306092306728,2025-07-21 22:00:00
CLM-225200,TRX-9422849,VID-98254,ENT-16903,KNP-SAT,2025-08-08,SANParks_Subsidy,306.23,8601132156393,2025-08-09 00:00:00
CLM-911102,TRX-6212643,VID-52899,ENT-21322,KNP-SHI,2025-04-21,SANParks_Subsidy,469.72,8104106098752,2025-04-21 19:00:00
CLM-586462,TRX-7178606,VID-87554,ENT-74665,KNP-SKU,2025-09-29,SANParks_Subsidy,662.72,8704051107003,2025-09-29 16:00:00
CLM-344315,TRX-6812025,VID-93354,ENT-11257,KNP-BER,2025-02-23,SANParks_Subsidy,151.02,9107286159172,2025-02-23 02:00:00
CLM-655550,TRX-4995789,VID-65026,ENT-74491,KNP-PUN,2024-04-16,SANParks_Subsidy,830.79,7412092560728,2024-04-16 14:00:00
CLM-986575,TRX-9720112,VID-64140,ENT-58823,KNP-LET,2024-02-14,SANParks_Subsidy,832.19,7210049479670,2024-02-14 15:00:00
CLM-959793,TRX-7616116,VID-19808,ENT-87580,KNP-TSE,2024-05-16,SANParks_Subsidy,193.6,9103085893511,2024-05-17 17:00:00
CLM-939717,TRX-7592651,VID-52762,ENT-51688,KNP-LET,2024-09-24,SANParks_Subsidy,340.37,7204052828260,2024-09-24 21:00:00
CLM-272359,TRX-8542478,VID-71086,ENT-51160,KNP-CRO,2024-06-08,SANParks_Subsidy,234.52,8104156172545,2024-06-08 07:00:00
CLM-993892,TRX-3011815,VID-21851,ENT-30658,KNP-PRE,2025-04-19,SANParks_Subsidy,728.47,9210024607450,2025-04-19 17:00:00
CLM-195643,TRX-5164420,VID-56627,ENT-61936,KNP-SHI,2024-12-01,SANParks_Subsidy,184.27,7905273917016,2024-12-01 10:00:00
CLM-996114,TRX-8586676,VID-82869,ENT-82105,KNP-SKU,2024-02-01,SANParks_Subsidy,216.31,7303041200603,2024-02-02 02:00:00
CLM-237064,TRX-4324120,VID-62505,ENT-58790,KNP-MOP,2024-03-04,SANParks_Subsidy,557.63,7802012081661,2024-03-04 15:00:00
CLM-564971,TRX-3160763,VID-22055,ENT-53456,KNP-MOP,2024-07-21,SANParks_Subsidy,179.89,8401068267158,2024-07-22 18:00:00
CLM-130914,TRX-7421134,VID-99550,ENT-65923,KNP-SAT,2025-02-08,SANParks_Subsidy,397.76,9903095695180,2025-02-09 08:00:00
CLM-136332,TRX-5123584,VID-94840,ENT-48680,KNP-LET,2025-04-01,SANParks_Subsidy,438.39,8708022471723,2025-04-01 10:00:00
CLM-243902,TRX-8033593,VID-36143,ENT-94233,KNP-SHI,2024-10-13,SANParks_Subsidy,324.4,9509261327658,2024-10-14 01:00:00
CLM-476556,TRX-9047769,VID-81371,ENT-73527,KNP-BER,2025-01-26,SANParks_Subsidy,788.87,8606135537157,2025-01-27 22:00:00
CLM-434367,TRX-4674549,VID-13840,ENT-46822,KNP-PUN,2024-07-03,SANParks_Subsidy,716.06,8509124905100,2024-07-03 02:00:00
CLM-359896,TRX-5045872,VID-44934,ENT-79951,KNP-PUN,2024-06-12,SANParks_Subsidy,684.83,7710287516648,2024-06-12 07:00:00
CLM-284654,TRX-4968669,VID-87662,ENT-51681,KNP-BER,2024-12-29,SANParks_Subsidy,789.79,7012236900247,2024-12-29 12:00:00
CLM-249005,TRX-4158036,VID-74517,ENT-81057,KNP-PRE,2025-08-04,SANParks_Subsidy,272.89,7102024902772,2025-08-05 13:00:00
CLM-120896,TRX-9832340,VID-72650,ENT-10089,KNP-BER,2025-09-08,SANParks_Subsidy,792.53,7603113977282,2025-09-08 15:00:00
CLM-122977,TRX-3478196,VID-86888,ENT-28566,KNP-MOP,2024-11-27,SANParks_Subsidy,742.54,9706037267813,2024-11-27 04:00:00
CLM-714483,TRX-2695038,VID-54113,ENT-49552,KNP-BER,2025-11-09,SANParks_Subsidy,245.52,7512149173859,2025-11-10 02:00:00
CLM-282664,TRX-6986539,VID-39260,ENT-97232,KNP-TSE,2025-10-26,SANParks_Subsidy,720.12,8205245941179,2025-10-26 21:00:00
CLM-864234,TRX-1030163,VID-85082,ENT-61327,KNP-TSE,2024-05-10,SANParks_Subsidy,172.67,8906264706007,2024-05-10 12:00:00
CLM-209167,TRX-9324603,VID-28434,ENT-53406,KNP-MOP,2025-10-16,SANParks_Subsidy,316.6,8003212488575,2025-10-17 13:00:00
CLM-864711,TRX-6632941,VID-68540,ENT-11493,KNP-PRE,2025-11-17,SANParks_Subsidy,296.78,9202125306005,2025-11-18 17:00:00
CLM-101343,TRX-1807780,VID-60585,ENT-67438,KNP-CRO,2024-04-20,SANParks_Subsidy,828.37,9807167353742,2024-04-21 23:00:00
CLM-493580,TRX-2701688,VID-72847,ENT-85766,KNP-SKU,2024-12-25,SANParks_Subsidy,263.86,7201101336852,2024-12-26 11:00:00
CLM-209812,TRX-2244876,VID-54801,ENT-32296,KNP-CRO,2024-11-22,SANParks_Subsidy,262.63,7209036669869,2024-11-22 17:00:00
CLM-606186,TRX-1519979,VID-66534,ENT-95673,KNP-SAT,2025-08-31,SANParks_Subsidy,575.12,8303022698824,2025-09-01 16:00:00
CLM-299212,TRX-7866576,VID-82628,ENT-80795,KNP-PRE,2024-12-05,SANParks_Subsidy,612.42,7904041832744,2024-12-05 14:00:00
CLM-676363,TRX-9236745,VID-30131,ENT-17144,KNP-BER,2025-02-06,SANParks_Subsidy,152.67,7205279058573,2025-02-07 13:00:00
CLM-126985,TRX-4472094,VID-32391,ENT-93648,KNP-PRE,2024-07-23,SANParks_Subsidy,833.94,8502107668395,2024-07-23 07:00:00
CLM-793150,TRX-5446036,VID-21945,ENT-94130,KNP-SHI,2025-04-27,SANParks_Subsidy,421.27,8107124130342,2025-04-28 08:00:00
CLM-376085,TRX-8377620,VID-70956,ENT-44524,KNP-SKU,2025-04-01,SANParks_Subsidy,735.96,8801052622400,2025-04-01 03:00:00
CLM-460491,TRX-7945543,VID-87296,ENT-39820,KNP-SHI,2024-03-28,SANParks_Subsidy,192.69,8209149984440,2024-03-29 19:00:00
CLM-347088,TRX-8990355,VID-49171,ENT-20348,KNP-CRO,2025-05-01,SANParks_Subsidy,781.94,9201179670757,2025-05-02 13:00:00
CLM-750403,TRX-3473761,VID-25765,ENT-68856,KNP-SAT,2025-08-08,SANParks_Subsidy,814.34,7504264233407,2025-08-09 20:00:00
CLM-543940,TRX-2314805,VID-99538,ENT-67067,KNP-SKU,2024-05-09,SANParks_Subsidy,848.09,9003275326615,2024-05-09 03:00:00
CLM-946561,TRX-2124274,VID-21406,ENT-60868,KNP-SHI,2024-11-23,SANParks_Subsidy,428.15,8005178686601,2024-11-24 23:00:00
CLM-753323,TRX-9767135,VID-64997,ENT-24748,KNP-CRO,2024-01-13,SANParks_Subsidy,254.75,8810192681144,2024-01-14 21:00:00
CLM-917411,TRX-2694338,VID-47498,ENT-80206,KNP-BER,2024-04-18,SANParks_Subsidy,764.53,7807219146760,2024-04-19 13:00:00
CLM-596025,TRX-1628569,VID-32570,ENT-46099,KNP-CRO,2025-08-08,SANParks_Subsidy,250.7,8911237739741,2025-08-09 15:00:00
CLM-447596,TRX-4985919,VID-16460,ENT-72287,KNP-PRE,2024-02-09,SANParks_Subsidy,777.92,7006276084418,2024-02-10 02:00:00
CLM-983788,TRX-9248001,VID-99764,ENT-22873,KNP-SKU,2024-11-14,SANParks_Subsidy,244.07,9308256383277,2024-11-14 18:00:00
CLM-537017,TRX-2497984,VID-34633,ENT-67896,KNP-SKU,2024-10-02,SANParks_Subsidy,789.4,8312169665455,2024-10-03 23:00:00
CLM-640299,TRX-3667115,VID-18600,ENT-50779,KNP-SHI,2025-01-17,SANParks_Subsidy,432.37,9409191485669,2025-01-17 04:00:00
CLM-973390,TRX-4367636,VID-17553,ENT-42701,KNP-PUN,2024-06-26,SANParks_Subsidy,469.51,9906234340507,2024-06-26 13:00:00
CLM-963508,TRX-8788293,VID-76207,ENT-62028,KNP-MOP,2024-10-07,SANParks_Subsidy,626.82,7706168484373,2024-10-08 00:00:00
CLM-715388,TRX-6867997,VID-55121,ENT-31432,KNP-PRE,2024-06-30,SANParks_Subsidy,674.27,9202101460542,2024-07-01 07:00:00
CLM-270820,TRX-4595669,VID-39012,ENT-94853,KNP-SKU,2025-01-30,SANParks_Subsidy,624.39,7811149611430,2025-01-30 04:00:00
CLM-109330,TRX-8954031,VID-27342,ENT-94852,KNP-SAT,2024-01-21,SANParks_Subsidy,570.8,7004096124763,2024-01-22 20:00:00
CLM-544393,TRX-7316209,VID-55706,ENT-70161,KNP-PRE,2025-10-20,SANParks_Subsidy,302.75,7911177663113,2025-10-20 18:00:00
